Sp_pepid	domain_id	SourceDB	start	end	score	evalue
OSAJ_LOC_Os02g19880.1	Rcd1	PFAM	17	279	482.1	7.6e-142
OSAJ_LOC_Os02g20600.1	BTB	PFAM	1	104	69.9	9.1e-18
OSAJ_LOC_Os02g22020.1	Myb_DNA-binding	PFAM	237	288	30.2	8.6e-06
OSAJ_LOC_Os02g23823.1	HLH	PFAM	40	90	38.5	2.7e-08
OSAJ_LOC_Os02g25470.1	FAR1	PFAM	37	127	129	1.5e-35
OSAJ_LOC_Os02g25820.1	B3	PFAM	28	133	30.2	8.4e-06
OSAJ_LOC_Os02g26430.1	Plant_zn_clust	PFAM	115	165	54.4	4.4e-13
OSAJ_LOC_Os02g26430.1	WRKY	PFAM	167	227	125.8	1.4e-34
OSAJ_LOC_Os02g26780.1	FAR1	PFAM	30	112	57.8	4.1e-14
OSAJ_LOC_Os02g26780.1	MULE	PFAM	233	331	107.1	5.8e-29
OSAJ_LOC_Os02g27060.1	ARID	PFAM	72	181	44.3	4.8e-10
OSAJ_LOC_Os02g27060.1	HMG_box	PFAM	286	353	68.2	3.2e-17
OSAJ_LOC_Os02g27060.2	ARID	PFAM	72	180	39.7	1.2e-08
OSAJ_LOC_Os02g27060.2	HMG_box	PFAM	285	352	68.2	3.2e-17
OSAJ_LOC_Os02g28180.1	FAR1	PFAM	102	165	8.8	5.7e-06
OSAJ_LOC_Os02g28180.1	MULE	PFAM	218	314	135.9	1.3e-37
OSAJ_LOC_Os02g28580.1	WRC	PFAM	166	211	81.2	3.8e-21
OSAJ_LOC_Os02g28660.1	WRC	PFAM	245	286	26	0.00015
OSAJ_LOC_Os02g28680.1	WRC	PFAM	179	224	81.6	2.8e-21
OSAJ_LOC_Os02g29340.1	HSF_DNA-bind	PFAM	19	186	211.1	2.9e-60
OSAJ_LOC_Os02g29550.1	AP2	PFAM	97	145	46	1.4e-10
OSAJ_LOC_Os02g29550.2	AP2	PFAM	97	145	46	1.4e-10
OSAJ_LOC_Os02g29550.3	AP2	PFAM	71	119	46	1.4e-10
OSAJ_LOC_Os02g29640.1	FAR1	PFAM	75	161	86.8	7.6e-23
OSAJ_LOC_Os02g29640.1	MULE	PFAM	282	340	57.8	4.2e-14
OSAJ_LOC_Os02g29640.1	SWIM	PFAM	522	559	14.8	0.014
OSAJ_LOC_Os02g30700.1	Myb_DNA-binding	PFAM	173	220	44.2	5.2e-10
OSAJ_LOC_Os02g31850.1	FAR1	PFAM	64	145	110.6	5.2e-30
OSAJ_LOC_Os02g31850.1	MULE	PFAM	220	298	74.9	2.9e-19
OSAJ_LOC_Os02g31850.1	SWIM	PFAM	486	522	33.5	8.4e-07
OSAJ_LOC_Os02g31890.1	zf-C2H2	PFAM	66	88	24.5	0.00043
OSAJ_LOC_Os02g31890.1	zf-C2H2	PFAM	142	164	18.8	0.022
OSAJ_LOC_Os02g32040.1	AP2	PFAM	38	89	70.7	5.5e-18
OSAJ_LOC_Os02g32140.1	AP2	PFAM	85	136	76.5	9.7e-20
OSAJ_LOC_Os02g32570.1	SNF2_N	PFAM	180	568	217.2	4.4e-62
OSAJ_LOC_Os02g32570.1	zf-C3HC4	PFAM	621	660	48.1	3.4e-11
OSAJ_LOC_Os02g32570.1	Helicase_C	PFAM	725	803	82.2	1.8e-21
OSAJ_LOC_Os02g32570.2	SNF2_N	PFAM	1	319	161.2	3.2e-45
OSAJ_LOC_Os02g32570.2	zf-C3HC4	PFAM	372	411	48.1	3.4e-11
OSAJ_LOC_Os02g32570.2	Helicase_C	PFAM	476	554	82.2	1.8e-21
OSAJ_LOC_Os02g32590.1	HSF_DNA-bind	PFAM	66	230	202.6	1e-57
OSAJ_LOC_Os02g32590.2	HSF_DNA-bind	PFAM	66	230	202.6	1e-57
OSAJ_LOC_Os02g33430.1	E2F_TDP	PFAM	150	215	137.9	3.3e-38
OSAJ_LOC_Os02g33430.2	E2F_TDP	PFAM	91	156	137.9	3.3e-38
OSAJ_LOC_Os02g33610.1	Lactamase_B	PFAM	93	298	74.7	3.3e-19
OSAJ_LOC_Os02g33610.1	RMMBL	PFAM	440	480	37.2	6.3e-08
OSAJ_LOC_Os02g33750.1	FAR1	PFAM	64	154	158.7	1.7e-44
OSAJ_LOC_Os02g33750.1	MULE	PFAM	269	365	78.9	1.8e-20
OSAJ_LOC_Os02g33750.1	SWIM	PFAM	538	585	27.2	6.6e-05
OSAJ_LOC_Os02g33750.2	FAR1	PFAM	64	154	158.7	1.7e-44
OSAJ_LOC_Os02g33750.2	MULE	PFAM	269	365	78.9	1.8e-20
OSAJ_LOC_Os02g33750.2	SWIM	PFAM	538	585	27.2	6.6e-05
OSAJ_LOC_Os02g34260.1	AP2	PFAM	94	145	73	1.1e-18
OSAJ_LOC_Os02g34270.1	AP2	PFAM	91	142	67.8	4e-17
OSAJ_LOC_Os02g34320.1	HLH	PFAM	91	141	55.1	2.7e-13
OSAJ_LOC_Os02g34590.1	FAR1	PFAM	104	192	107	6.3e-29
OSAJ_LOC_Os02g34590.1	MULE	PFAM	287	383	125.8	1.4e-34
OSAJ_LOC_Os02g34590.1	SWIM	PFAM	570	606	23.5	0.00088
OSAJ_LOC_Os02g34630.1	Myb_DNA-binding	PFAM	221	270	21.9	0.0026
OSAJ_LOC_Os02g34630.2	Myb_DNA-binding	PFAM	167	216	21.9	0.0026
OSAJ_LOC_Os02g34680.1	zf-C2H2	PFAM	64	88	26.8	9e-05
OSAJ_LOC_Os02g34680.1	zf-C2H2	PFAM	93	117	27.3	6.3e-05
OSAJ_LOC_Os02g34680.1	zf-C2H2	PFAM	123	147	34.3	4.7e-07
OSAJ_LOC_Os02g34680.1	zf-C2H2	PFAM	153	178	26.4	0.00012
OSAJ_LOC_Os02g34680.1	zf-C2H2	PFAM	221	246	24.3	0.00049
OSAJ_LOC_Os02g34830.1	TPR_2	PFAM	183	216	27.2	6.8e-05
OSAJ_LOC_Os02g34830.1	TPR_1	PFAM	251	284	28.4	2.9e-05
OSAJ_LOC_Os02g34830.1	TPR_2	PFAM	251	284	25	0.00031
OSAJ_LOC_Os02g34830.1	PC4	PFAM	382	471	111.4	3e-30
OSAJ_LOC_Os02g34840.1	PC4	PFAM	8	97	111.4	3e-30
OSAJ_LOC_Os02g34850.1	zf-CW	PFAM	195	244	42.6	1.5e-09
OSAJ_LOC_Os02g34850.1	SET	PFAM	342	472	174.3	3.5e-49
OSAJ_LOC_Os02g34970.1	NAM	PFAM	7	125	116.5	9e-32
OSAJ_LOC_Os02g35100.1	WAC_Acf1_DNA_bd	PFAM	22	121	199.8	7.6e-57
OSAJ_LOC_Os02g35100.1	DDT	PFAM	283	343	40.8	5.3e-09
OSAJ_LOC_Os02g35100.2	WAC_Acf1_DNA_bd	PFAM	22	121	199.8	7.6e-57
OSAJ_LOC_Os02g35100.2	DDT	PFAM	283	343	40.8	5.3e-09
OSAJ_LOC_Os02g35140.1	B3	PFAM	127	232	116.5	9.1e-32
OSAJ_LOC_Os02g35140.1	Auxin_resp	PFAM	254	336	178.8	1.5e-50
OSAJ_LOC_Os02g35140.1	AUX_IAA	PFAM	428	640	-81.6	0.0014
OSAJ_LOC_Os02g35150.1	zf-CCCH	PFAM	164	190	28.8	2.2e-05
OSAJ_LOC_Os02g35150.1	zf-CCCH	PFAM	298	326	27.5	5.3e-05
OSAJ_LOC_Os02g35180.1	Response_reg	PFAM	8	153	79.9	9.4e-21
OSAJ_LOC_Os02g35240.1	AP2	PFAM	9	60	75.1	2.6e-19
OSAJ_LOC_Os02g35460.1	zf-C2H2	PFAM	59	81	18.8	0.022
OSAJ_LOC_Os02g35600.1	PHD	PFAM	213	263	52.2	2e-12
OSAJ_LOC_Os02g35660.1	HLH	PFAM	321	370	46.3	1.2e-10
OSAJ_LOC_Os02g35770.1	Homeobox	PFAM	153	207	65.6	1.9e-16
OSAJ_LOC_Os02g35770.1	HALZ	PFAM	208	252	65.3	2.2e-16
OSAJ_LOC_Os02g36360.1	zf-C2H2	PFAM	173	195	31.4	3.7e-06
OSAJ_LOC_Os02g36360.1	zf-C2H2	PFAM	259	283	18.7	0.024
OSAJ_LOC_Os02g36360.2	zf-C2H2	PFAM	173	195	31.4	3.7e-06
OSAJ_LOC_Os02g36360.2	zf-C2H2	PFAM	259	283	18.7	0.024
OSAJ_LOC_Os02g36360.3	zf-C2H2	PFAM	173	195	31.4	3.7e-06
OSAJ_LOC_Os02g36360.3	zf-C2H2	PFAM	259	283	18.7	0.024
OSAJ_LOC_Os02g36510.1	EIN3	PFAM	80	428	472.3	7e-139
OSAJ_LOC_Os02g36780.1	mTERF	PFAM	1	271	-6.6	1.3e-07
OSAJ_LOC_Os02g36880.1	NAM	PFAM	37	164	284.7	2e-82
OSAJ_LOC_Os02g36880.2	NAM	PFAM	37	164	284.7	2e-82
OSAJ_LOC_Os02g36880.3	NAM	PFAM	37	164	284.7	2e-82
OSAJ_LOC_Os02g36880.4	NAM	PFAM	37	164	284.7	2e-82
OSAJ_LOC_Os02g36890.1	Myb_DNA-binding	PFAM	15	62	55.5	2e-13
OSAJ_LOC_Os02g36890.1	Myb_DNA-binding	PFAM	68	113	48.9	2e-11
OSAJ_LOC_Os02g36924.1	SRF-TF	PFAM	9	59	104.9	2.6e-28
OSAJ_LOC_Os02g36924.1	K-box	PFAM	73	172	131.4	3e-36
OSAJ_LOC_Os02g38090.1	AP2	PFAM	57	108	71.6	3e-18
OSAJ_LOC_Os02g38130.1	NAM	PFAM	57	201	124.8	2.8e-34
OSAJ_LOC_Os02g38470.1	B3	PFAM	377	470	30	9.7e-06
OSAJ_LOC_Os02g39040.1	mTERF	PFAM	177	481	118.2	2.7e-32
OSAJ_LOC_Os02g39140.1	HLH	PFAM	233	281	41.9	2.6e-09
OSAJ_LOC_Os02g39220.1	Cyclin_N	PFAM	101	238	61.8	2.6e-15
OSAJ_LOC_Os02g39220.1	Cyclin_C	PFAM	240	370	16.1	0.0021
OSAJ_LOC_Os02g39220.1	FAR1	PFAM	725	817	121.8	2.2e-33
OSAJ_LOC_Os02g39220.1	MULE	PFAM	938	1034	142.6	1.3e-39
OSAJ_LOC_Os02g39220.1	SWIM	PFAM	1222	1254	23.7	0.00073
OSAJ_LOC_Os02g39360.1	zf-B_box	PFAM	1	47	38.5	2.7e-08
OSAJ_LOC_Os02g39360.1	zf-B_box	PFAM	52	99	30.9	5.2e-06
OSAJ_LOC_Os02g39520.1	FAR1	PFAM	94	178	58.5	2.5e-14
OSAJ_LOC_Os02g39520.1	MULE	PFAM	281	377	110.9	4.4e-30
OSAJ_LOC_Os02g39520.1	SWIM	PFAM	571	605	30.6	6.2e-06
OSAJ_LOC_Os02g39520.2	FAR1	PFAM	94	178	58.5	2.5e-14
OSAJ_LOC_Os02g39520.2	MULE	PFAM	281	377	110.9	4.4e-30
OSAJ_LOC_Os02g39520.2	SWIM	PFAM	571	605	30.6	6.2e-06
OSAJ_LOC_Os02g39540.1	FAR1	PFAM	54	138	113.7	6.3e-31
OSAJ_LOC_Os02g39540.1	MULE	PFAM	257	353	128.8	1.8e-35
OSAJ_LOC_Os02g39540.1	SWIM	PFAM	544	580	30.4	7.3e-06
OSAJ_LOC_Os02g39540.2	FAR1	PFAM	54	138	113.7	6.3e-31
OSAJ_LOC_Os02g39540.2	MULE	PFAM	257	353	128.8	1.8e-35
OSAJ_LOC_Os02g39540.2	SWIM	PFAM	544	580	30.4	7.3e-06
OSAJ_LOC_Os02g39710.1	zf-B_box	PFAM	27	71	45.7	1.8e-10
OSAJ_LOC_Os02g39710.1	zf-B_box	PFAM	72	114	43.7	7.2e-10
OSAJ_LOC_Os02g39710.1	CCT	PFAM	261	305	93.1	9.7e-25
OSAJ_LOC_Os02g39800.1	SET	PFAM	88	218	172.1	1.6e-48
OSAJ_LOC_Os02g40070.1	AP2	PFAM	302	359	39.7	1.2e-08
OSAJ_LOC_Os02g40070.1	AP2	PFAM	401	453	64	5.6e-16
OSAJ_LOC_Os02g40510.1	Response_reg	PFAM	30	144	44.7	3.7e-10
OSAJ_LOC_Os02g40510.1	CCT	PFAM	443	487	79.5	1.2e-20
OSAJ_LOC_Os02g40530.1	Myb_DNA-binding	PFAM	17	64	56.4	1.1e-13
OSAJ_LOC_Os02g40530.1	Myb_DNA-binding	PFAM	70	115	48.9	2e-11
OSAJ_LOC_Os02g40770.1	WIYLD	PFAM	17	81	134.3	3.7e-37
OSAJ_LOC_Os02g40770.1	SET	PFAM	566	713	131.5	2.7e-36
OSAJ_LOC_Os02g40770.2	WIYLD	PFAM	17	81	134.3	3.7e-37
OSAJ_LOC_Os02g40770.2	SET	PFAM	566	713	131.5	2.7e-36
OSAJ_LOC_Os02g40950.1	FAR1	PFAM	38	119	77.7	4.2e-20
OSAJ_LOC_Os02g40950.1	MULE	PFAM	240	336	143.5	6.7e-40
OSAJ_LOC_Os02g40950.1	SWIM	PFAM	522	558	34.8	3.4e-07
OSAJ_LOC_Os02g41450.1	NAM	PFAM	5	106	129	1.5e-35
OSAJ_LOC_Os02g41510.1	Myb_DNA-binding	PFAM	14	61	53.8	6.7e-13
OSAJ_LOC_Os02g41510.1	Myb_DNA-binding	PFAM	67	112	37.3	6.2e-08
OSAJ_LOC_Os02g41800.1	B3	PFAM	119	224	112	2e-30
OSAJ_LOC_Os02g41800.1	Auxin_resp	PFAM	271	354	172.1	1.6e-48
OSAJ_LOC_Os02g41800.2	B3	PFAM	119	224	112	2e-30
OSAJ_LOC_Os02g41800.2	Auxin_resp	PFAM	271	354	172.1	1.6e-48
OSAJ_LOC_Os02g42060.1	Response_reg	PFAM	30	146	91.4	3.1e-24
OSAJ_LOC_Os02g42380.1	TCP	PFAM	51	145	138.9	1.6e-38
OSAJ_LOC_Os02g42585.1	AP2	PFAM	224	275	81.1	4e-21
OSAJ_LOC_Os02g42820.1	LIM	PFAM	10	66	58.5	2.5e-14
OSAJ_LOC_Os02g42820.1	LIM	PFAM	106	162	65.2	2.5e-16
OSAJ_LOC_Os02g42850.1	Myb_DNA-binding	PFAM	44	89	48.5	2.6e-11
OSAJ_LOC_Os02g42850.2	Myb_DNA-binding	PFAM	15	62	45.1	2.8e-10
OSAJ_LOC_Os02g42850.2	Myb_DNA-binding	PFAM	68	113	48.5	2.6e-11
OSAJ_LOC_Os02g42870.1	Myb_DNA-binding	PFAM	14	61	50.6	6e-12
OSAJ_LOC_Os02g42870.1	Myb_DNA-binding	PFAM	67	112	46.8	8.2e-11
OSAJ_LOC_Os02g42950.1	YABBY	PFAM	16	212	301.5	1.8e-87
OSAJ_LOC_Os02g42950.2	YABBY	PFAM	2	104	90.6	5.7e-24
OSAJ_LOC_Os02g42970.1	NAM	PFAM	7	136	311.2	2.2e-90
OSAJ_LOC_Os02g43150.1	GATA	PFAM	350	385	74.1	5e-19
OSAJ_LOC_Os02g43150.2	GATA	PFAM	350	385	74.1	5e-19
OSAJ_LOC_Os02g43170.1	zf-B_box	PFAM	1	47	38.1	3.5e-08
OSAJ_LOC_Os02g43170.1	zf-B_box	PFAM	60	107	41.8	2.7e-09
OSAJ_LOC_Os02g43170.2	zf-B_box	PFAM	1	47	38.1	3.5e-08
OSAJ_LOC_Os02g43170.2	zf-B_box	PFAM	60	107	41.8	2.7e-09
OSAJ_LOC_Os02g43330.1	Homeobox	PFAM	64	119	66.3	1.2e-16
OSAJ_LOC_Os02g43330.1	HALZ	PFAM	120	164	37	7.4e-08
OSAJ_LOC_Os02g43460.1	SNF2_N	PFAM	885	1214	29	2.2e-10
OSAJ_LOC_Os02g43460.1	Helicase_C	PFAM	1283	1362	53.6	7.4e-13
OSAJ_LOC_Os02g43560.1	WRKY	PFAM	163	190	2	0.00047
OSAJ_LOC_Os02g43790.1	AP2	PFAM	147	199	81.3	3.5e-21
OSAJ_LOC_Os02g43820.1	AP2	PFAM	153	205	82.2	1.9e-21
OSAJ_LOC_Os02g43940.1	AP2	PFAM	97	148	79.2	1.5e-20
OSAJ_LOC_Os02g43970.1	AP2	PFAM	48	99	77	7.1e-20
OSAJ_LOC_Os02g44120.1	zf-C2H2	PFAM	296	318	20	0.01
OSAJ_LOC_Os02g44130.1	zf-C2H2	PFAM	4	26	18.9	0.022
OSAJ_LOC_Os02g44130.1	zf-C2H2	PFAM	198	220	20.2	0.0086
OSAJ_LOC_Os02g44130.1	zf-C2H2	PFAM	262	284	19	0.02
OSAJ_LOC_Os02g44260.1	PLATZ	PFAM	25	151	238.5	1.7e-68
OSAJ_LOC_Os02g44360.1	GRAS	PFAM	349	708	364.6	1.8e-106
OSAJ_LOC_Os02g44370.1	GRAS	PFAM	355	714	366	6.8e-107
OSAJ_LOC_Os02g44790.1	FAR1	PFAM	102	194	110.7	4.9e-30
OSAJ_LOC_Os02g44790.1	MULE	PFAM	314	410	130.7	4.7e-36
OSAJ_LOC_Os02g44790.1	SWIM	PFAM	583	631	23.2	0.001
OSAJ_LOC_Os02g44930.1	HMG_box	PFAM	33	102	107.3	5.3e-29
OSAJ_LOC_Os02g45054.1	zf-C2H2	PFAM	95	117	26.9	8.3e-05
OSAJ_LOC_Os02g45054.1	zf-C2H2	PFAM	172	194	20.1	0.0094
OSAJ_LOC_Os02g45054.2	zf-C2H2	PFAM	95	117	26.9	8.3e-05
OSAJ_LOC_Os02g45054.2	zf-C2H2	PFAM	172	194	20.1	0.0094
OSAJ_LOC_Os02g45054.3	zf-C2H2	PFAM	95	117	26.9	8.3e-05
OSAJ_LOC_Os02g45054.3	zf-C2H2	PFAM	172	194	20.1	0.0094
OSAJ_LOC_Os02g45054.4	zf-C2H2	PFAM	95	117	26.9	8.3e-05
OSAJ_LOC_Os02g45054.4	zf-C2H2	PFAM	172	194	20.1	0.0094
OSAJ_LOC_Os02g45080.1	Myb_DNA-binding	PFAM	21	72	36.4	1.1e-07
OSAJ_LOC_Os02g45200.1	zf-Dof	PFAM	75	137	140.6	4.8e-39
OSAJ_LOC_Os02g45200.2	zf-Dof	PFAM	69	131	140.6	4.8e-39
OSAJ_LOC_Os02g45200.3	zf-Dof	PFAM	60	122	140.6	4.8e-39
OSAJ_LOC_Os02g45200.4	zf-Dof	PFAM	60	122	140.6	4.8e-39
OSAJ_LOC_Os02g45250.1	Homeobox	PFAM	99	155	87.4	5.2e-23
OSAJ_LOC_Os02g45250.1	START	PFAM	314	546	257.3	3.6e-74
OSAJ_LOC_Os02g45420.1	AP2	PFAM	69	119	60.3	7.1e-15
OSAJ_LOC_Os02g45450.1	AP2	PFAM	53	104	74.3	4.4e-19
OSAJ_LOC_Os02g45480.1	zf-CCCH	PFAM	29	53	4.2	0.43
OSAJ_LOC_Os02g45480.1	zf-CCCH	PFAM	109	134	22.7	0.0015
OSAJ_LOC_Os02g45480.1	WD40	PFAM	140	178	33.8	6.9e-07
OSAJ_LOC_Os02g45480.1	WD40	PFAM	263	299	28.3	3.1e-05
OSAJ_LOC_Os02g45480.1	WD40	PFAM	303	339	30.3	7.7e-06
OSAJ_LOC_Os02g45480.2	zf-CCCH	PFAM	29	53	4.2	0.43
OSAJ_LOC_Os02g45480.2	zf-CCCH	PFAM	109	134	22.7	0.0015
OSAJ_LOC_Os02g45480.2	WD40	PFAM	140	178	33.8	6.9e-07
OSAJ_LOC_Os02g45480.2	WD40	PFAM	263	299	28.3	3.1e-05
OSAJ_LOC_Os02g45480.3	zf-CCCH	PFAM	29	53	4.2	0.43
OSAJ_LOC_Os02g45480.3	zf-CCCH	PFAM	109	134	22.7	0.0015
OSAJ_LOC_Os02g45480.3	WD40	PFAM	140	178	33.8	6.9e-07
OSAJ_LOC_Os02g45570.1	QLQ	PFAM	67	103	61.2	3.9e-15
OSAJ_LOC_Os02g45570.1	WRC	PFAM	135	180	99.1	1.5e-26
OSAJ_LOC_Os02g45570.2	QLQ	PFAM	67	103	61.2	3.9e-15
OSAJ_LOC_Os02g45570.2	WRC	PFAM	133	178	99.1	1.5e-26
OSAJ_LOC_Os02g45620.1	DUF623	PFAM	178	237	127.2	5.2e-35
OSAJ_LOC_Os02g45670.1	Myb_DNA-binding	PFAM	37	82	50.3	7.5e-12
OSAJ_LOC_Os02g45760.1	GRAS	PFAM	253	618	362.6	7.1e-106
OSAJ_LOC_Os02g45770.1	SRF-TF	PFAM	9	59	121.5	2.8e-33
OSAJ_LOC_Os02g45770.1	K-box	PFAM	74	172	158.2	2.5e-44
OSAJ_LOC_Os02g45850.1	B3	PFAM	95	204	110.2	6.9e-30
OSAJ_LOC_Os02g46030.1	Myb_DNA-binding	PFAM	61	106	55.5	2e-13
OSAJ_LOC_Os02g46560.1	HLH	PFAM	88	139	63.8	6.5e-16
OSAJ_LOC_Os02g46610.1	PLATZ	PFAM	48	159	282.5	9.7e-82
OSAJ_LOC_Os02g46700.1	Acetyltransf_1	PFAM	63	174	18.6	0.014
OSAJ_LOC_Os02g46780.1	Myb_DNA-binding	PFAM	16	63	52.3	1.8e-12
OSAJ_LOC_Os02g46780.1	Myb_DNA-binding	PFAM	69	114	39.9	1e-08
OSAJ_LOC_Os02g46930.1	JmjC	PFAM	1	48	-5	0.0021
OSAJ_LOC_Os02g46930.1	zf-C5HC2	PFAM	148	201	29.5	1.4e-05
OSAJ_LOC_Os02g46940.1	Myb_DNA-binding	PFAM	197	248	43.5	8.1e-10
OSAJ_LOC_Os02g47060.1	WRKY	PFAM	238	298	139.2	1.3e-38
OSAJ_LOC_Os02g47190.1	Myb_DNA-binding	PFAM	33	84	45.3	2.3e-10
OSAJ_LOC_Os02g47280.1	QLQ	PFAM	91	127	72.6	1.5e-18
OSAJ_LOC_Os02g47280.1	WRC	PFAM	153	198	99.3	1.3e-26
OSAJ_LOC_Os02g47280.2	QLQ	PFAM	63	99	72.6	1.5e-18
OSAJ_LOC_Os02g47280.2	WRC	PFAM	125	170	99.3	1.3e-26
OSAJ_LOC_Os02g47640.1	F-box	PFAM	66	121	26.6	0.0001
OSAJ_LOC_Os02g47640.1	Tub	PFAM	132	422	421.9	1.1e-123
OSAJ_LOC_Os02g47660.1	HLH	PFAM	171	221	33.3	9.5e-07
OSAJ_LOC_Os02g47744.1	Myb_DNA-binding	PFAM	2	52	25.9	0.00017
OSAJ_LOC_Os02g47744.2	Myb_DNA-binding	PFAM	2	52	25.9	0.00017
OSAJ_LOC_Os02g47744.3	Myb_DNA-binding	PFAM	2	52	25.9	0.00017
OSAJ_LOC_Os02g47744.4	Myb_DNA-binding	PFAM	2	52	25.9	0.00017
OSAJ_LOC_Os02g47770.1	ZF-HD_dimer	PFAM	158	216	117.5	4.4e-32
OSAJ_LOC_Os02g47810.1	zf-Dof	PFAM	58	120	138.4	2.3e-38
OSAJ_LOC_Os02g47900.1	Pre-SET	PFAM	234	366	33.5	4.3e-07
OSAJ_LOC_Os02g47900.1	SET	PFAM	368	515	139	1.5e-38
OSAJ_LOC_Os02g48060.1	HLH	PFAM	208	255	32.3	1.9e-06
OSAJ_LOC_Os02g48270.1	DUF260	PFAM	1	63	25.3	5.8e-09
OSAJ_LOC_Os02g48370.1	ARID	PFAM	191	297	39	1.9e-08
OSAJ_LOC_Os02g48370.2	ARID	PFAM	191	297	39	1.9e-08
OSAJ_LOC_Os02g48650.1	Acetyltransf_1	PFAM	76	156	64.9	3e-16
OSAJ_LOC_Os02g48810.1	PHD	PFAM	208	258	26.8	3e-05
OSAJ_LOC_Os02g49160.1	AUX_IAA	PFAM	11	197	-6.7	6.7e-09
OSAJ_LOC_Os02g49230.1	zf-B_box	PFAM	1	47	41.1	4.5e-09
OSAJ_LOC_Os02g49230.1	zf-B_box	PFAM	48	90	19.5	0.0013
OSAJ_LOC_Os02g49230.1	CCT	PFAM	350	394	84.9	2.8e-22
OSAJ_LOC_Os02g49230.2	zf-B_box	PFAM	73	120	47.5	5.1e-11
OSAJ_LOC_Os02g49230.2	zf-B_box	PFAM	121	163	19.5	0.0013
OSAJ_LOC_Os02g49230.2	CCT	PFAM	423	467	84.9	2.8e-22
OSAJ_LOC_Os02g49230.3	zf-B_box	PFAM	1	47	41.1	4.5e-09
OSAJ_LOC_Os02g49230.3	zf-B_box	PFAM	48	90	19.5	0.0013
OSAJ_LOC_Os02g49230.3	CCT	PFAM	350	394	84.9	2.8e-22
OSAJ_LOC_Os02g49230.4	zf-B_box	PFAM	1	47	41.1	4.5e-09
OSAJ_LOC_Os02g49230.4	zf-B_box	PFAM	48	90	19.5	0.0013
OSAJ_LOC_Os02g49230.4	CCT	PFAM	350	394	84.9	2.8e-22
OSAJ_LOC_Os02g49230.5	zf-B_box	PFAM	1	47	41.1	4.5e-09
OSAJ_LOC_Os02g49230.5	zf-B_box	PFAM	48	90	19.5	0.0013
OSAJ_LOC_Os02g49230.5	CCT	PFAM	349	393	84.9	2.8e-22
OSAJ_LOC_Os02g49230.6	zf-B_box	PFAM	1	47	41.1	4.5e-09
OSAJ_LOC_Os02g49230.6	zf-B_box	PFAM	48	90	19.5	0.0013
OSAJ_LOC_Os02g49230.6	CCT	PFAM	350	394	84.9	2.8e-22
OSAJ_LOC_Os02g49250.1	Myb_DNA-binding	PFAM	103	149	38.4	2.9e-08
OSAJ_LOC_Os02g49250.1	Myb_DNA-binding	PFAM	155	200	21.9	0.0026
OSAJ_LOC_Os02g49326.1	SET	PFAM	73	309	157.3	4.7e-44
OSAJ_LOC_Os02g49326.1	Rubis-subs-bind	PFAM	334	469	154.2	3.9e-43
OSAJ_LOC_Os02g49370.1	CBFD_NFYB_HMF	PFAM	35	100	121	3.8e-33
OSAJ_LOC_Os02g49410.1	CBFD_NFYB_HMF	PFAM	32	97	55.2	2.5e-13
OSAJ_LOC_Os02g49440.1	zf-Dof	PFAM	40	102	137.4	4.4e-38
OSAJ_LOC_Os02g49450.1	BSD	PFAM	138	198	58	3.5e-14
OSAJ_LOC_Os02g49480.1	HLH	PFAM	189	239	62.9	1.2e-15
OSAJ_LOC_Os02g49560.1	bZIP_1	PFAM	76	139	39.9	9.8e-09
OSAJ_LOC_Os02g49560.1	bZIP_2	PFAM	76	130	26	0.00016
OSAJ_LOC_Os02g49700.1	Homeobox	PFAM	77	131	78.6	2.3e-20
OSAJ_LOC_Os02g49700.1	HALZ	PFAM	132	176	76	1.4e-19
OSAJ_LOC_Os02g49700.2	Homeobox	PFAM	32	86	78.6	2.3e-20
OSAJ_LOC_Os02g49700.2	HALZ	PFAM	87	131	76	1.4e-19
OSAJ_LOC_Os02g49700.3	Homeobox	PFAM	32	86	78.6	2.3e-20
OSAJ_LOC_Os02g49700.3	HALZ	PFAM	87	131	76	1.4e-19
OSAJ_LOC_Os02g49840.1	SRF-TF	PFAM	9	59	108.1	3e-29
OSAJ_LOC_Os02g49840.1	K-box	PFAM	73	171	82.6	1.4e-21
OSAJ_LOC_Os02g49840.2	SRF-TF	PFAM	9	59	108.1	3e-29
OSAJ_LOC_Os02g49840.2	K-box	PFAM	73	171	60.6	5.8e-15
OSAJ_LOC_Os02g49840.3	SRF-TF	PFAM	9	59	108.1	3e-29
OSAJ_LOC_Os02g49840.4	SRF-TF	PFAM	9	59	108.1	3e-29
OSAJ_LOC_Os02g49840.4	K-box	PFAM	73	171	82.6	1.4e-21
OSAJ_LOC_Os02g49880.1	zf-B_box	PFAM	15	62	52.2	2e-12
OSAJ_LOC_Os02g49880.1	CCT	PFAM	399	443	90.1	8e-24
OSAJ_LOC_Os02g49970.1	tify	PFAM	33	64	22	0.00044
OSAJ_LOC_Os02g49986.1	Myb_DNA-binding	PFAM	14	61	45.3	2.4e-10
OSAJ_LOC_Os02g49986.1	Myb_DNA-binding	PFAM	67	112	50.3	7.6e-12
OSAJ_LOC_Os02g50100.1	SET	PFAM	55	300	120.5	5.6e-33
OSAJ_LOC_Os02g50100.1	Rubis-subs-bind	PFAM	340	465	133.8	5.3e-37
